num	section	category	name	bank__MSB	bank__LSB	Patch
419	PAD/CHOIR	SYNTH PAD/STR	80s Strings 	84	3	35
420	PAD/CHOIR	SYNTH PAD/STR	Stringship 	84	3	36
421	PAD/CHOIR	SYNTH PAD/STR	Airy Pad 	84	3	37
422	PAD/CHOIR	SYNTH PAD/STR	Neo RS-202 	84	3	38
423	PAD/CHOIR	SYNTH PAD/STR	Sawtooth Str 	84	3	39
424	PAD/CHOIR	SYNTH PAD/STR	Syn.Strings1 	84	3	40
425	PAD/CHOIR	SYNTH PAD/STR	Syn.Strings2 	84	3	41
426	PAD/CHOIR	SYNTH PAD/STR	Syn.Strings3 	84	3	42
427	PAD/CHOIR	SYNTH PAD/STR	Pulse Pad 	84	3	43
428	PAD/CHOIR	SYNTH PAD/STR	Hollow Pad 1 	84	3	44
429	PAD/CHOIR	SYNTH PAD/STR	WarmHeaven 1 	84	3	45
430	PAD/CHOIR	SYNTH PAD/STR	WarmHeaven 2 	84	3	46
431	PAD/CHOIR	SYNTH PAD/STR	Heaven Pad 1 	84	3	47
432	PAD/CHOIR	SYNTH PAD/STR	Heaven Pad 2 	84	3	48
433	PAD/CHOIR	SYNTH PAD/STR	Heaven Pad 3 	84	3	49
434	PAD/CHOIR	SYNTH PAD/STR	Heaven Pad 4 	84	3	50
435	PAD/CHOIR	SYNTH PAD/STR	FineWinePad1 	84	3	51
436	PAD/CHOIR	SYNTH PAD/STR	FineWinePad2 	84	3	52
437	PAD/CHOIR	SYNTH PAD/STR	5th Pad 1 	84	3	53
438	PAD/CHOIR	SYNTH PAD/STR	5th Pad 2 	84	3	54
439	PAD/CHOIR	SYNTH PAD/STR	Nu Epic Pad 	84	3	55
440	PAD/CHOIR	SYNTH PAD/STR	Angelis Pad 	84	3	56
441	PAD/CHOIR	SYNTH PAD/STR	TrnsSweepPad 	84	3	57
442	PAD/CHOIR	SYNTH PAD/STR	Giant Sweep 	84	3	58
443	PAD/CHOIR	SYNTH PAD/STR	Voyager 	84	3	59
444	PAD/CHOIR	SYNTH PAD/STR	Digital Pad 	84	3	60
445	PAD/CHOIR	SYNTH PAD/STR	NuSoundtrack 	84	3	61
446	PAD/CHOIR	SYNTH PAD/STR	Xadecimal 	84	3	62
447	PAD/CHOIR	SYNTH PAD/STR	Strobe Pad 	84	3	63
448	PAD/CHOIR	SYNTH PAD/STR	BUBBLE 2 	84	3	64
449	PAD/CHOIR	SYNTH PAD/STR	BUBBLE 3 	84	3	65
450	PAD/CHOIR	SYNTH PAD/STR	Soft PWM Pad 	84	3	66
451	PAD/CHOIR	SYNTH PAD/STR	Org Pad 	84	3	67
452	PAD/CHOIR	SYNTH PAD/STR	Hollow Pad 2 	84	3	68
453	PAD/CHOIR	SYNTH PAD/STR	SavannaPad 1 	84	3	69
454	PAD/CHOIR	SYNTH PAD/STR	SavannaPad 2 	84	3	70
455	PAD/CHOIR	SYNTH PAD/STR	SavannaPad 3 	84	3	71
456	PAD/CHOIR	SYNTH PAD/STR	PWM Pad 2 	84	3	72
457	PAD/CHOIR	SYNTH PAD/STR	Str Machine 	84	3	73
458	PAD/CHOIR	SYNTH PAD/STR	Reso Pad 	84	3	74
459	PAD/CHOIR	SYNTH PAD/STR	BPF Pad 	84	3	75
460	PAD/CHOIR	SYNTH PAD/STR	Sweep Pad 	84	3	76
461	PAD/CHOIR	SYNTH PAD/STR	Sweep Pad 2 	84	3	77
462	PAD/CHOIR	SYNTH PAD/STR	Sweep Pad 3 	84	3	78
463	PAD/CHOIR	SYNTH PAD/STR	Sweep Pad 4 	84	3	79
464	PAD/CHOIR	SYNTH PAD/STR	Scoop Pad 1 	84	3	80
465	PAD/CHOIR	SYNTH PAD/STR	Scoop Pad 2 	84	3	81
466	PAD/CHOIR	SYNTH PAD/STR	Brite Wine 	84	3	82
467	PAD/CHOIR	SYNTH PAD/STR	Wine Pad 	84	3	83
468	PAD/CHOIR	SYNTH PAD/STR	Warm Pad 	84	3	84
469	PAD/CHOIR	SYNTH PAD/STR	Sine Pad 	84	3	85
470	PAD/CHOIR	SYNTH PAD/STR	Bowed Glass 	84	3	86
471	PAD/CHOIR	SYNTH PAD/STR	Metal Pad 	84	3	87
472	PAD/CHOIR	SYNTH PAD/STR	Halo Pad 	84	3	88
473	PAD/CHOIR	SYNTH PAD/STR	Soundtrack 	84	3	89
474	PAD/CHOIR	SYNTH PAD/STR	Star Theme 	84	3	90
475	PAD/CHOIR	SYNTH BELLPAD	Air Key 1 	84	3	91
476	PAD/CHOIR	SYNTH BELLPAD	Air Key 2 	84	3	92
477	PAD/CHOIR	SYNTH BELLPAD	Sweet Keys 	84	3	93
478	PAD/CHOIR	SYNTH BELLPAD	Soft Bell 	84	3	94
479	PAD/CHOIR	SYNTH BELLPAD	Stacc Heaven 	84	3	95
480	PAD/CHOIR	SYNTH BELLPAD	DigitalDream 	84	3	96
481	PAD/CHOIR	SYNTH BELLPAD	Analog Dream 	84	3	97
482	PAD/CHOIR	SYNTH BELLPAD	Harp Pad 	84	3	98
483	PAD/CHOIR	SYNTH BELLPAD	Ice Rain 	84	3	99
484	PAD/CHOIR	SYNTH BELLPAD	Atmosphere 	84	3	100
485	PAD/CHOIR	SYNTH BELLPAD	Brightness 	84	3	101
486	PAD/CHOIR	SYNTH BELLPAD	Dreaming Box 	84	3	102
487	PAD/CHOIR	VOX CHOIR	Large Choir 	84	3	103
488	PAD/CHOIR	VOX CHOIR	GX Choir 	84	3	104
489	PAD/CHOIR	VOX CHOIR	Choir Aahs 	84	3	105
490	PAD/CHOIR	VOX CHOIR	Chorus Aahs 	84	3	106
491	PAD/CHOIR	VOX CHOIR	Choir Pad 	84	3	107
492	PAD/CHOIR	VOX CHOIR	Angels Choir 	84	3	108
493	PAD/CHOIR	VOX CHOIR	Aerial Choir 	84	3	109
494	PAD/CHOIR	VOX CHOIR	Voice Oohs 	84	3	110
495	PAD/CHOIR	VOX CHOIR	Doo Pad 	84	3	111
496	PAD/CHOIR	VOX CHOIR	Humming 	84	3	112
497	PAD/CHOIR	VOX CHOIR	Humming 2 	84	3	113
498	PAD/CHOIR	VOX CHOIR	Humming 3 	84	3	114
499	PAD/CHOIR	VOX CHOIR	Gospel Hum 	84	3	115
500	PAD/CHOIR	VOX CHOIR	Decay Choir 	84	3	116
501	PAD/CHOIR	VOX CHOIR	Vox Pad 1 	84	3	117
502	PAD/CHOIR	VOX CHOIR	Vox Pad 2 	84	3	118
503	PAD/CHOIR	VOX CHOIR	Dreamvox 1 	84	3	119
504	PAD/CHOIR	VOX CHOIR	Dreamvox 2 	84	3	120
505	PAD/CHOIR	VOX CHOIR	80s Vox 	84	3	121
506	PAD/CHOIR	VOX CHOIR	SynVox 	84	3	122
507	PAD/CHOIR	VOX CHOIR	SynVox 2 	84	3	123
508	PAD/CHOIR	VOX CHOIR	SynVox 3 	84	3	124
509	PAD/CHOIR	VOX CHOIR	Mini Vox 	84	3	125
510	PAD/CHOIR	VOX CHOIR	Chipmunk 	84	3	126
511	PAD/CHOIR	VOX CHOIR	Sample Opera 	84	3	127
512	PAD/CHOIR	VOX CHOIR	Sad Ceremony 	84	3	128
513	PAD/CHOIR	VOX CHOIR	5th Voice 	84	4	1
514	PAD/CHOIR	VOX CHOIR	Sop Vox 	84	4	2
515	PAD/CHOIR	VOX CHOIR	Analog Voice 	84	4	3
516	PAD/CHOIR	VOX CHOIR	Space Voice 	84	4	4
517	PAD/CHOIR	VOX CHOIR	Itopia 	84	4	5
518	PAD/CHOIR	VOX CHOIR	Tron Choir 	84	4	6
519	PAD/CHOIR	VOX CHOIR	Tron Vox 	84	4	7
520	PAD/CHOIR	SCAT	Jazz Scat 1 	84	4	8
521	PAD/CHOIR	SCAT	Jazz Scat 2 	84	4	9
522	BASS	AC.BASS	Acoustic Bs 	84	4	10
523	BASS	AC.BASS	Acoustic Bs2 	84	4	11
524	BASS	AC.BASS	Acoustic Bs3 	84	4	12
525	BASS	AC.BASS	String Slap 	84	4	13
526	BASS	E.BASS	Fingered Bs 	84	4	14
527	BASS	E.BASS	Fingered Bs2 	84	4	15
528	BASS	E.BASS	Fingered Bs3 	84	4	16
529	BASS	E.BASS	Fingered Bs4 	84	4	17
530	BASS	E.BASS	Pick Bass 	84	4	18
531	BASS	E.BASS	Picked Bass 	84	4	19
532	BASS	E.BASS	Fretless Bs 	84	4	20
533	BASS	E.BASS	FretlessBs 2 	84	4	21
534	BASS	E.BASS	FretlessBs 3 	84	4	22
535	BASS	E.BASS	Finger Slap 	84	4	23
536	BASS	E.BASS	Finger Slap2 	84	4	24
537	BASS	E.BASS	Slap Bass 1 	84	4	25
538	BASS	E.BASS	Slap Bass 2 	84	4	26
539	BASS	E.BASS	Return2Base! 	84	4	27
540	BASS	SYNTH BASS	MG Bass 1 	84	4	28
541	BASS	SYNTH BASS	MG Bass 2 	84	4	29
542	BASS	SYNTH BASS	MG Bass 3 	84	4	30
543	BASS	SYNTH BASS	Modular Bs 1 	84	4	31
544	BASS	SYNTH BASS	Modular Bs 2 	84	4	32
545	BASS	SYNTH BASS	PWM Bass 1 	84	4	33
546	BASS	SYNTH BASS	PWM Bass 2 	84	4	34
547	BASS	SYNTH BASS	Big Mini 	84	4	35
548	BASS	SYNTH BASS	Fat Analog 	84	4	36
549	BASS	SYNTH BASS	Spike Bass 	84	4	37
550	BASS	SYNTH BASS	SH Bass 	84	4	38
551	BASS	SYNTH BASS	Intrusive Bs 	84	4	39
552	BASS	SYNTH BASS	Synth Bass 1 	84	4	40
553	BASS	SYNTH BASS	Synth Bass 2 	84	4	41
554	BASS	SYNTH BASS	Synth Bass 3 	84	4	42
555	BASS	SYNTH BASS	Synth Bass 4 	84	4	43
556	BASS	SYNTH BASS	Synth Bass 5 	84	4	44
557	BASS	SYNTH BASS	Synth Bass 6 	84	4	45
558	BASS	SYNTH BASS	Synth Bass 7 	84	4	46
559	BASS	SYNTH BASS	Synth Bass 8 	84	4	47
560	BASS	SYNTH BASS	Synth Bass 9 	84	4	48
561	BASS	SYNTH BASS	Synth Bass10 	84	4	49
562	BASS	SYNTH BASS	Synth Bass11 	84	4	50
563	BASS	SYNTH BASS	Synth Bass12 	84	4	51
564	BASS	SYNTH BASS	Synth Bass13 	84	4	52
565	BASS	SYNTH BASS	Synth Bass14 	84	4	53
566	BASS	SYNTH BASS	Reso Bass 1 	84	4	54
567	BASS	SYNTH BASS	Reso Bass 2 	84	4	55
568	BASS	SYNTH BASS	Reso Bass 3 	84	4	56
569	BASS	SYNTH BASS	Reso Bass 4 	84	4	57
570	BASS	SYNTH BASS	Reso Bass 5 	84	4	58
571	BASS	SYNTH BASS	Reso Bass 6 	84	4	59
572	BASS	SYNTH BASS	Reso Bass 7 	84	4	60
573	BASS	SYNTH BASS	Reso Bass 8 	84	4	61
574	BASS	SYNTH BASS	Reso Bass 9 	84	4	62
575	BASS	SYNTH BASS	Reso Bass 10 	84	4	63
576	BASS	SYNTH BASS	Acid Bass 	84	4	64
577	BASS	SYNTH BASS	Acid Bass 2 	84	4	65
578	BASS	SYNTH BASS	Acid Bass 3 	84	4	66
579	BASS	SYNTH BASS	Acid Bass 4 	84	4	67
580	BASS	SYNTH BASS	Acid Bass 5 	84	4	68
581	BASS	SYNTH BASS	Acid Bass 6 	84	4	69
582	BASS	SYNTH BASS	Acid Bass 7 	84	4	70
583	BASS	SYNTH BASS	TB Bass 1 	84	4	71
584	BASS	SYNTH BASS	TB Bass 2 	84	4	72
585	BASS	SYNTH BASS	TB Bass 3 	84	4	73
586	BASS	SYNTH BASS	TB Bass 4 	84	4	74
587	BASS	SYNTH BASS	Alpha Bass 1 	84	4	75
588	BASS	SYNTH BASS	Alpha Bass 2 	84	4	76
589	BASS	SYNTH BASS	Alpha ResoBs 	84	4	77
590	BASS	SYNTH BASS	Nu Saw Bass 	84	4	78
591	BASS	SYNTH BASS	Nu RnB SawBs 	84	4	79
592	BASS	SYNTH BASS	Storm Bass 	84	4	80
593	BASS	SYNTH BASS	Detune Bass 	84	4	81
594	BASS	SYNTH BASS	Gashed Bass 	84	4	82
595	BASS	SYNTH BASS	Hi-Energy Bs 	84	4	83
596	BASS	SYNTH BASS	Pedal Bass 1 	84	4	84
597	BASS	SYNTH BASS	Pedal Bass 2 	84	4	85
598	BASS	SYNTH BASS	Monster Bass 	84	4	86
599	BASS	SYNTH BASS	JunoSqr Bs 1 	84	4	87
600	BASS	SYNTH BASS	JunoSqr Bs 2 	84	4	88
601	BASS	SYNTH BASS	101 Bass 	84	4	89
602	BASS	SYNTH BASS	106 Bass 1 	84	4	90
603	BASS	SYNTH BASS	106 Bass 2 	84	4	91
604	BASS	SYNTH BASS	Compu Bass 1 	84	4	92
605	BASS	SYNTH BASS	Compu Bass 2 	84	4	93
606	BASS	SYNTH BASS	Triangle Bs 	84	4	94
607	BASS	SYNTH BASS	Muffled Bass 	84	4	95
608	BASS	SYNTH BASS	Garage Bass 	84	4	96
609	BASS	SYNTH BASS	TransistorBs 	84	4	97
610	BASS	SYNTH BASS	Fazee Bass 	84	4	98
611	BASS	SYNTH BASS	Brite Bass 	84	4	99
612	BASS	SYNTH BASS	Saw Bass 	84	4	100
613	BASS	SYNTH BASS	Sub Bass 	84	4	101
614	BASS	SYNTH BASS	Ramp Bass 	84	4	102
615	BASS	SYNTH BASS	Fat Bass 1 	84	4	103
616	BASS	SYNTH BASS	Fat Bass 2 	84	4	104
617	BASS	SYNTH BASS	Fat Bass 3 	84	4	105
618	BASS	SYNTH BASS	Flat Bass 	84	4	106
619	BASS	SYNTH BASS	Electro Rubb 	84	4	107
620	BASS	SYNTH BASS	80s Bass 	84	4	108
621	BASS	SYNTH BASS	SynthBass101 	84	4	109
622	BASS	SYNTH BASS	Clav Bass 	84	4	110
623	BASS	SYNTH BASS	Hammer Bass 	84	4	111
624	BASS	SYNTH BASS	SynSlap Bass 	84	4	112
625	BASS	SYNTH BASS	Rubber Bass 	84	4	113
626	BASS	SYNTH BASS	Attack Pulse 	84	4	114
627	BASS	AC.GUITAR	Nylon Gtr 1 	84	4	115
628	BASS	AC.GUITAR	Nylon Gtr 2 	84	4	116
629	BASS	AC.GUITAR	Nylon Gtr 3 	84	4	117
630	BASS	AC.GUITAR	Nylon Gtr 4 	84	4	118
631	BASS	AC.GUITAR	Nylon Gtr 5 	84	4	119
632	BASS	AC.GUITAR	Nylon Gtr 6 	84	4	120
633	BASS	AC.GUITAR	Wet Nyln Gtr 	84	4	121
634	BASS	AC.GUITAR	Folk Gtr 1 	84	4	122
635	BASS	AC.GUITAR	Folk Gtr 2 	84	4	123
636	BASS	AC.GUITAR	Folk Gtr 3 	84	4	124
637	BASS	AC.GUITAR	Latin Gtr 	84	4	125
638	BASS	AC.GUITAR	Ukulele 	84	4	126
639	BASS	AC.GUITAR	Ukulele 2 	84	4	127
640	BASS	AC.GUITAR	Nylon Gtr 1o 	84	4	128
641	BASS	AC.GUITAR	Steel-str.Gt 	84	5	1
642	BASS	AC.GUITAR	12-str. Gtr 	84	5	2
643	BASS	AC.GUITAR	Steel + Body 	84	5	3
644	BASS	AC.GUITAR	Gt FretNoise 	84	5	4
645	BASS	E.GUITAR	Clean Gtr 1 	84	5	5
646	BASS	E.GUITAR	Clean Gtr 2 	84	5	6
647	BASS	E.GUITAR	Clean Gtr 3 	84	5	7
648	BASS	E.GUITAR	Jazz Guitar 	84	5	8
649	BASS	E.GUITAR	Jazz Guitar2 	84	5	9
650	BASS	E.GUITAR	Pick E.Gtr 	84	5	10
651	BASS	E.GUITAR	Funk Guitar 	84	5	11
652	BASS	E.GUITAR	Funk Guitar2 	84	5	12
653	BASS	E.GUITAR	Wet E.Gtr 	84	5	13
654	BASS	E.GUITAR	Pedal Steel 	84	5	14
655	BASS	E.GUITAR	Pedal Steel2 	84	5	15
656	BASS	E.GUITAR	Clean Guitar 	84	5	16
657	BASS	E.GUITAR	Chorus Gtr 	84	5	17
658	BASS	E.GUITAR	Mid Tone Gtr 	84	5	18
659	BASS	E.GUITAR	Muted Guitar 	84	5	19
660	BASS	E.GUITAR	Funk Pop 	84	5	20
661	BASS	E.GUITAR	Jazz Man 	84	5	21
662	BASS	E.GUITAR	Gt Cut Noise 	84	5	22
663	BASS	DIST GUITAR	Overdrive Gt 	84	5	23
664	BASS	DIST GUITAR	OverdriveGt2 	84	5	24
665	BASS	DIST GUITAR	Guitar Pinch 	84	5	25
666	BASS	DIST GUITAR	Dist Gtr 1 	84	5	26
667	BASS	DIST GUITAR	Dist Gtr 2 	84	5	27
668	BASS	DIST GUITAR	Dist Gtr 3 	84	5	28
669	BASS	DIST GUITAR	DistortionGt 	84	5	29
670	BASS	DIST GUITAR	Gt Feedback1 	84	5	30
671	BASS	DIST GUITAR	Dist Rtm Gtr 	84	5	31
672	BASS	DIST GUITAR	Gt Harmonics 	84	5	32
673	BASS	DIST GUITAR	Gt Feedback2 	84	5	33
674	BASS	PLUCKED STROKE	Kalimba 	84	5	34
675	BASS	PLUCKED STROKE	Harp 	84	5	35
676	BASS	PLUCKED STROKE	Yang Qin 	84	5	36
677	BASS	PLUCKED STROKE	Sitar Pad 	84	5	37
678	BASS	PLUCKED STROKE	Mandolin 	84	5	38
679	BASS	PLUCKED STROKE	Sitar 1 	84	5	39
680	BASS	PLUCKED STROKE	Sitar 2 	84	5	40
681	BASS	PLUCKED STROKE	Sitar 3 	84	5	41
682	BASS	PLUCKED STROKE	Banjo 	84	5	42
683	BASS	PLUCKED STROKE	Shamisen 	84	5	43
684	BASS	PLUCKED STROKE	Koto 	84	5	44
685	BASS	PLUCKED STROKE	Taisho Koto 	84	5	45
686	BASS	PLUCKED STROKE	Aerial Harp 	84	5	46
687	BASS	PLUCKED STROKE	LostParadise 	84	5	47
688	BASS	PLUCKED STROKE	Indian Frtls 	84	5	48
689	BASS	PLUCKED STROKE	Santur 	84	5	49
690	BASS	PLUCKED STROKE	Santur 2 	84	5	50
691	BASS	PLUCKED STROKE	Santur 3 	84	5	51
692	OTHER	ENSEMBLE BRASS	Brass 1 	84	5	52
693	OTHER	ENSEMBLE BRASS	Brass 2 	84	5	53
694	OTHER	ENSEMBLE BRASS	Brass 3 	84	5	54
695	OTHER	ENSEMBLE BRASS	Brass 4 	84	5	55
696	OTHER	ENSEMBLE BRASS	Brass 5 	84	5	56
697	OTHER	ENSEMBLE BRASS	Brass 6 	84	5	57
698	OTHER	ENSEMBLE BRASS	F.Horn Sect 	84	5	58
699	OTHER	SOLO BRASS	Trumpet 	84	5	59
700	OTHER	SOLO BRASS	Trumpet 2 	84	5	60
701	OTHER	SOLO BRASS	Dark Trumpet 	84	5	61
702	OTHER	SOLO BRASS	MuteTrumpet1 	84	5	62
703	OTHER	SOLO BRASS	MuteTrumpet2 	84	5	63
704	OTHER	SOLO BRASS	Trombone 1 	84	5	64
705	OTHER	SOLO BRASS	Trombone 2 	84	5	65
706	OTHER	SOLO BRASS	Bright Tb 	84	5	66
707	OTHER	SOLO BRASS	Tuba 	84	5	67
708	OTHER	SOLO BRASS	Fr.Horn 	84	5	68
709	OTHER	SOLO BRASS	French Horn 	84	5	69
710	OTHER	WOODWINDS	Oboe 	84	5	70
711	OTHER	WOODWINDS	English Horn 	84	5	71
712	OTHER	WOODWINDS	Bassoon 	84	5	72
713	OTHER	WOODWINDS	Bassoon 2 	84	5	73
714	OTHER	WOODWINDS	Clarinet 	84	5	74
715	OTHER	WOODWINDS	Bagpipe 	84	5	75
716	OTHER	WOODWINDS	Shanai 	84	5	76
717	OTHER	FLUTE	Piccolo 	84	5	77
718	OTHER	FLUTE	Flute 	84	5	78
719	OTHER	FLUTE	Flute 2 	84	5	79
720	OTHER	FLUTE	Strawberry Flute 	84	5	80
721	OTHER	FLUTE	Pan Flute 	84	5	81
722	OTHER	FLUTE	Pan Flute 2 	84	5	82
723	OTHER	FLUTE	Pan Pipes 1 	84	5	83
724	OTHER	FLUTE	Pan Pipes 2 	84	5	84
725	OTHER	FLUTE	Bottle Blow 	84	5	85
726	OTHER	FLUTE	Shakuhachi 	84	5	86
727	OTHER	FLUTE	Shakuhachi 2 	84	5	87
728	OTHER	FLUTE	Breath Noise 	84	5	88
729	OTHER	FLUTE	Fl.Key Click 	84	5	89
730	OTHER	SAX	Soprano Sax 	84	5	90
731	OTHER	SAX	Soprano Sax2 	84	5	91
732	OTHER	SAX	Alto Sax 	84	5	92
733	OTHER	SAX	Tenor Sax 	84	5	93
734	OTHER	SAX	Tenor Sax 2 	84	5	94
735	OTHER	SAX	BreathyTenor 	84	5	95
736	OTHER	SAX	Baritone Sax 	84	5	96
737	OTHER	RECORDER	Recorder 	84	5	97
738	OTHER	RECORDER	Whistle 	84	5	98
739	OTHER	RECORDER	Ocarina 	84	5	99
740	OTHER	RECORDER	Ocarina 2 	84	5	100
741	OTHER	SYNTH LEAD	Juno SQR 	84	5	101
742	OTHER	SYNTH LEAD	Saw Lead 1 	84	5	102
743	OTHER	SYNTH LEAD	Saw Lead 2 	84	5	103
744	OTHER	SYNTH LEAD	Saw Lead 3 	84	5	104
745	OTHER	SYNTH LEAD	Saw Lead 4 	84	5	105
746	OTHER	SYNTH LEAD	Saw Lead 5 	84	5	106
747	OTHER	SYNTH LEAD	Saw Lead 6 	84	5	107
748	OTHER	SYNTH LEAD	Saw Lead 7 	84	5	108
749	OTHER	SYNTH LEAD	Saw Lead 8 	84	5	109
750	OTHER	SYNTH LEAD	Saw Lead 9 	84	5	110
751	OTHER	SYNTH LEAD	Saw Lead 10 	84	5	111
752	OTHER	SYNTH LEAD	GR300 Lead 1 	84	5	112
753	OTHER	SYNTH LEAD	GR300 Lead 2 	84	5	113
754	OTHER	SYNTH LEAD	Classic GR 	84	5	114
755	OTHER	SYNTH LEAD	Bright GR 	84	5	115
756	OTHER	SYNTH LEAD	Fat GR Lead 	84	5	116
757	OTHER	SYNTH LEAD	MODified Ld 	84	5	117
758	OTHER	SYNTH LEAD	Syn Lead 1 	84	5	118
759	OTHER	SYNTH LEAD	Syn Lead 2 	84	5	119
760	OTHER	SYNTH LEAD	Syn Lead 3 	84	5	120
761	OTHER	SYNTH LEAD	Syn Lead 4 	84	5	121
762	OTHER	SYNTH LEAD	Syn Lead 5 	84	5	122
763	OTHER	SYNTH LEAD	Syn Lead 6 	84	5	123
764	OTHER	SYNTH LEAD	Syn Lead 7 	84	5	124
765	OTHER	SYNTH LEAD	Pro Fat Ld 1 	84	5	125
766	OTHER	SYNTH LEAD	Pro Fat Ld 2 	84	5	126
767	OTHER	SYNTH LEAD	JupiterLead1 	84	5	127
768	OTHER	SYNTH LEAD	JupiterLead2 	84	5	128
769	OTHER	SYNTH LEAD	Porta Lead 	84	6	1
770	OTHER	SYNTH LEAD	Classic Lead 	84	6	2
771	OTHER	SYNTH LEAD	On Air 	84	6	3
772	OTHER	SYNTH LEAD	Wormy Lead 	84	6	4
773	OTHER	SYNTH LEAD	Waspy Lead 	84	6	5
774	OTHER	SYNTH LEAD	Brite ResoLd 	84	6	6
775	OTHER	SYNTH LEAD	Brass Lead 	84	6	7
776	OTHER	SYNTH LEAD	Legato Tkno 	84	6	8
777	OTHER	SYNTH LEAD	Follow Me 	84	6	9
778	OTHER	SYNTH LEAD	Octa Juice 	84	6	10
779	OTHER	SYNTH LEAD	Juicy Jupe 	84	6	11
780	OTHER	SYNTH LEAD	Octa Saw 	84	6	12
781	OTHER	SYNTH LEAD	Vintager 1 	84	6	13
782	OTHER	SYNTH LEAD	Vintager 2 	84	6	14
783	OTHER	SYNTH LEAD	Sync Lead 	84	6	15
784	OTHER	SYNTH LEAD	Octa Sync 	84	6	16
785	OTHER	SYNTH LEAD	Leading Sync 	84	6	17
786	OTHER	SYNTH LEAD	A Leader 	84	6	18
787	OTHER	SYNTH LEAD	Hot Coffee 	84	6	19
788	OTHER	SYNTH LEAD	Hot Sync 	84	6	20
789	OTHER	SYNTH LEAD	Synchro Lead 	84	6	21
790	OTHER	SYNTH LEAD	Space Solo 	84	6	22
791	OTHER	SYNTH LEAD	Squareheads 	84	6	23
792	OTHER	SYNTH LEAD	Mod Lead 	84	6	24
793	OTHER	SYNTH LEAD	Alpha Spit 	84	6	25
794	OTHER	SYNTH LEAD	Air Lead 	84	6	26
795	OTHER	SYNTH LEAD	Pulstar Lead 	84	6	27
796	OTHER	SYNTH LEAD	Therasaw 	84	6	28
797	OTHER	SYNTH LEAD	Warmy Lead 	84	6	29
798	OTHER	SYNTH LEAD	ResoSawLead 	84	6	30
799	OTHER	SYNTH LEAD	Soft Reso Ld 	84	6	31
800	OTHER	SYNTH LEAD	Reso Lead 1 	84	6	32
801	OTHER	SYNTH LEAD	Reso Lead 2 	84	6	33
802	OTHER	SYNTH LEAD	Reso Lead 3 	84	6	34
803	OTHER	SYNTH LEAD	Reso Lead 4 	84	6	35
804	OTHER	SYNTH LEAD	Reso Lead 5 	84	6	36
805	OTHER	SYNTH LEAD	Juicy Lead 	84	6	37
806	OTHER	SYNTH LEAD	DC Triangle 	84	6	38
807	OTHER	SYNTH LEAD	Soft Lead 1 	84	6	39
808	OTHER	SYNTH LEAD	Soft Lead 2 	84	6	40
809	OTHER	SYNTH LEAD	Soft Lead 3 	84	6	41
810	OTHER	SYNTH LEAD	Soft Lead 4 	84	6	42
811	OTHER	SYNTH LEAD	Soft Lead 5 	84	6	43
812	OTHER	SYNTH LEAD	Soft Lead 6 	84	6	44
813	OTHER	SYNTH LEAD	Soft Lead 7 	84	6	45
814	OTHER	SYNTH LEAD	Soft Lead 8 	84	6	46
815	OTHER	SYNTH LEAD	Soft Lead 9 	84	6	47
816	OTHER	SYNTH LEAD	Soft Lead 10 	84	6	48
817	OTHER	SYNTH LEAD	Tri Lead 	84	6	49
818	OTHER	SYNTH LEAD	Pulse Lead 1 	84	6	50
819	OTHER	SYNTH LEAD	Pulse Lead 2 	84	6	51
820	OTHER	SYNTH LEAD	Pulse Lead 3 	84	6	52
821	OTHER	SYNTH LEAD	Pulse Lead 4 	84	6	53
822	OTHER	SYNTH LEAD	Simple Tri 	84	6	54
823	OTHER	SYNTH LEAD	Simple Sine 	84	6	55
824	OTHER	SYNTH LEAD	Whistle Ld 1 	84	6	56
825	OTHER	SYNTH LEAD	Whistle Ld 2 	84	6	57
826	OTHER	SYNTH LEAD	Square Pipe 	84	6	58
827	OTHER	SYNTH LEAD	CosmicDrops1 	84	6	59
828	OTHER	SYNTH LEAD	Spooky Lead 	84	6	60
829	OTHER	SYNTH LEAD	Pure Lead 	84	6	61
830	OTHER	SYNTH LEAD	303 NRG 	84	6	62
831	OTHER	SYNTH LEAD	Round SQR 	84	6	63
832	OTHER	SYNTH LEAD	Brite SQR 	84	6	64
833	OTHER	SYNTH LEAD	Square SAW 	84	6	65
834	OTHER	SYNTH LEAD	Simple SQR 	84	6	66
835	OTHER	SYNTH LEAD	Sqr Lead 	84	6	67
836	OTHER	SYNTH LEAD	Atk Lead 	84	6	68
837	OTHER	SYNTH LEAD	Octa Square 	84	6	69
838	OTHER	SYNTH LEAD	CS Lead 	84	6	70
839	OTHER	SYNTH LEAD	Mini Growl 	84	6	71
840	OTHER	SYNTH LEAD	Hoover Again 	84	6	72
841	OTHER	SYNTH LEAD	Tranceformer 	84	6	73
842	OTHER	SYNTH LEAD	Ramp Lead 1 	84	6	74
843	OTHER	SYNTH LEAD	Ramp Lead 2 	84	6	75
844	OTHER	SYNTH LEAD	Sine Lead 1 	84	6	76
845	OTHER	SYNTH LEAD	Sine Lead 2 	84	6	77
846	OTHER	SYNTH LEAD	Dance Saws1 	84	6	78
847	OTHER	SYNTH LEAD	Resoform 	84	6	79
848	OTHER	SYNTH LEAD	Dance Saws 2 	84	6	80
849	OTHER	SYNTH LEAD	Square Wave 	84	6	81
850	OTHER	SYNTH LEAD	MG Square 	84	6	82
